[NodeName : SFIX;Database : GUJARAT;File Name : C:\Users\Administrator\Desktop\Z500.csv;Date : 01/06/2023;Time : 12:00:17]
#AI469;DI715;AR1440;AA2;DA742;TX3;D16164#

[BLOCK TYPE;TAG;NEXT BLK;DESCRIPTION;INITIAL SCAN;SCAN TIME;SMOOTHING;I/O DEVICE;H/W OPTIONS;I/O ADDRESS;SIGNAL CONDITIONING;LOW EGU LIMIT;HIGH EGU LIMIT;EGU TAG;INITIAL A/M STATUS;ALARM ENABLE;ALARM AREA(S);LO LO ALARM LIMIT;LO ALARM LIMIT;HI ALARM LIMIT;HI HI ALARM LIMIT;ROC ALARM LIMIT;DEAD BAND;ALARM PRIORITY;ENABLE OUTPUT;SECURITY AREA 1;SECURITY AREA 2;SECURITY AREA 3;ALARM AREA 1;ALARM AREA 2;ALARM AREA 3;ALARM AREA 4;ALARM AREA 5;ALARM AREA 6;ALARM AREA 7;ALARM AREA 8;ALARM AREA 9;ALARM AREA 10;ALARM AREA 11;ALARM AREA 12;ALARM AREA 13;ALARM AREA 14;ALARM AREA 15;USER FIELD 1;USER FIELD 2;ESIG TYPE;ESIG ALLOW CONT USE;ESIG XMPT ALARM ACK;ESIG UNSIGNED WRITES;ESIG COMMENT REQUIRED;PDR Update Rate;PDR Access Time;PDR Deadband;PDR Latch;PDR Disable Output;PDR Array Length;Hist Description;Hist Collect;Hist Interval;Hist Offset;Hist Time Res;Hist Compress;Hist Deadband;Hist Comp Type;Hist Comp Time;Scale Enabled;Scale Clamping;Scale Use EGU;Scale Raw Low;Scale Raw High;Scale Low;Scale High]
"DI";"M508_DB181X0024_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,24.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Platform.End Pack 180° [Side B]";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0024_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,24.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Platform.End Pack 0° [Side A]";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0023_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,23.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Platform 180° Position [Side B]";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0023_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,23.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Platform 0° Position [Side A]";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0022_4";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,22.4;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Centering device open";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0022_3";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,22.3;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Stop backward carriage 2";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0022_2";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,22.2;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Stop forward carriage 2";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0022_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,22.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Stop backward carriage 1";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M508_DB181X0022_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,22.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M508.Stop forward carriage 1";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB185X0019_3";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB185,19.3;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507:Reset error request (by Fix or OP)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0019_3";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,19.3;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'D/G'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0019_2";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,19.2;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'C/G'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0019_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,19.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'B/G'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0019_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,19.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'A/G'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0018_7";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,18.7;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'D/F'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0018_6";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,18.6;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'C/F'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0018_5";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,18.5;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'B/F'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0018_3";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,18.3;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'D/E'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0018_2";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,18.2;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'C/E'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0018_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,18.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'B/E'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0018_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,18.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Enabled cups groupe 'A/E'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0017_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,17.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Indexing to index (SQ5 E10.1)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_7";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.7;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Indexing do deposit (SQ4 E10.0)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_6";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.6;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Vacuum presence (SP3 E9.3)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_5";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.5;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Preindexing (B2 E9.0)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_4";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.4;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Change inclination forward (SQ3 E9.3)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_3";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.3;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Change inclination to middle (SQ2 E9.2)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_2";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.2;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Change inclination backward (SQ1 E9.7)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Compressed air pressure (SP1 E9.4)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M507_DB181X0016_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB181,16.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"NO";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LES1_M507.Indexing (B1 E8.7)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0018_3";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,18.3;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M7 p.b.:move Right Photocell to the right";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0018_2";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,18.2;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M7 p.b.:move Right Photocell to the left";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0018_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,18.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M6 p.b.:move Left Photocell to the right";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0018_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,18.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M6 p.b.:move Left Photocell to the left";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0015_5";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,15.5;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M3-4 p.b.:rollers rotation right (MLD)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0015_4";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,15.4;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M3-4 p.b.:rollers rotation left (MLD)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0015_3";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,15.3;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M4 p.b.:rollers rotation right (MLD)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0015_2";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,15.2;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M4 p.b.:rollers rotation left (MLD)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0015_1";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,15.1;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M3 p.b.:rollers rotation right (MLD)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0015_0";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,15.0;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M3 p.b.:rollers rotation left (MLD)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0014_7";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,14.7;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506 p.b.:descent wheels chassis";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0014_6";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,14.6;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506 p.b.:raise wheels chassis";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
"DI";"M506_DB189X0014_5";"";"";"OPC";"Server";"S7;Z500;S7:[Z500]DB189,14.5;No Access Path;;/0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"DISABLE";"NONE";"HIGH";"CLOSE";"DISABLE";"NONE";"NONE";"NONE";"YES";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M506_M1-2 p.b.:wheels zone 1-2 rotation backward (LLD)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0"
